role,feature_set,component,candidate,horizon,stage,fold,rounds,path,sha256
cv,profile,R_t,tweedie,osi_target_t48h,regression,2.0,90,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,e01af17e3888a4b0f068d80c86237edc73b2058805dfd4cb7f6fc4a1fc18005a
cv,profile,R_t,tweedie,osi_target_t48h,regression,3.0,41,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,97b8a98da2034b01470bccfef5464c34daf5ab4933c84c195c6bf62c3b15bd4c
cv,profile,R_t,tweedie,osi_target_t48h,regression,4.0,138,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,30e615a87c5686a4fa3d011c0b5fdca27597e414db31ba133be09093cbab3130
final,profile,R_t,tweedie,osi_target_t48h,regression,,105,versions/v1.9/models/final/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_final.txt,254a721be7cee2ee7a42cbac93f49d8c625b0e1cb247d85b3c52f5bf9ed1a039
cv,profile,R_t,hurdle,osi_target_t01h,classification,0.0,178,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold0.txt,c1a6a733ec0dd6706adfaa102f4306b8ae80455dd59e3aecf7967871335dbd0d
cv,profile,R_t,hurdle,osi_target_t01h,magnitude,0.0,310,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold0.txt,a09ab5ed295d4fc75d8fc2addb0202b559d31cbfdd8babbcfb48a715171362eb
cv,profile,R_t,hurdle,osi_target_t01h,classification,1.0,200,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold1.txt,02d5a193fab655f88ca37436f10cc70a915f31c29dd6cb363430bbb50c03df0d
cv,profile,R_t,hurdle,osi_target_t01h,magnitude,1.0,120,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold1.txt,6e16538f79bbd1522cca9e80ccf9dac43b5b6676712d6b7c9205895ee331e4d0
cv,profile,R_t,hurdle,osi_target_t01h,classification,2.0,285,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold2.txt,094c6b9d253860b780513a5f1829d168f738ad24c94cd30e0f3117dd73889d26
cv,profile,R_t,hurdle,osi_target_t01h,magnitude,2.0,186,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold2.txt,8575317ccadcd1b04639b5793f4be78c2481220dd0308a003b0c0a09adab4d0e
cv,profile,R_t,hurdle,osi_target_t01h,classification,3.0,134,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold3.txt,7665f24e129d7222e75fd3e8c1868a86688377e6256c74b8ef1e6432659b7d24
cv,profile,R_t,hurdle,osi_target_t01h,magnitude,3.0,145,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold3.txt,3aa5d5e62fa09107b1be17cb5e984ea6b723da8ebbd67bb26f22f5444bc64913
cv,profile,R_t,hurdle,osi_target_t01h,classification,4.0,195,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_fold4.txt,e8139ede73c062cc5b9901f828a4f4ab68286d91a2bd1cb6134b004208307a95
cv,profile,R_t,hurdle,osi_target_t01h,magnitude,4.0,111,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_fold4.txt,8a738aee0f1e3fb81ed084f97186c1c8da33ed2980b07eafb1e901a6613261fe
final,profile,R_t,hurdle,osi_target_t01h,classification,,198,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t01h_classification_v1.9_balanced_v1_final.txt,b9b0071f22d1b9932eab67752d5540bb1e12b3ddfd960b20071c8a152b7b9b7c
final,profile,R_t,hurdle,osi_target_t01h,magnitude,,174,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t01h_magnitude_v1.9_balanced_v1_final.txt,05244552e977ce195fdeb1b33ba69ab7e84142d25e2349acef4844cfe91cab0b
cv,profile,R_t,hurdle,osi_target_t06h,classification,0.0,157,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold0.txt,63b5e74cabbf929983f89c0a79f87dd918cb5f82f0f49d0efb9c1b248de6b279
cv,profile,R_t,hurdle,osi_target_t06h,magnitude,0.0,147,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold0.txt,d3f422e539d01c16c42a82b616479b1fa5880679b4f7876a7629701f43521792
cv,profile,R_t,hurdle,osi_target_t06h,classification,1.0,130,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold1.txt,0fd02deff7396d590817cab2334bb5d1974ee2eba4969b3b508527574803d44f
cv,profile,R_t,hurdle,osi_target_t06h,magnitude,1.0,178,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold1.txt,5933b2a0eea99c2420c4038d90b774610330a0f973916522181573e8ab66564d
cv,profile,R_t,hurdle,osi_target_t06h,classification,2.0,252,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold2.txt,0ffc4d105b39223940348dbef9fb6130a695c9c0281a673f9a66945c91155901
cv,profile,R_t,hurdle,osi_target_t06h,magnitude,2.0,149,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold2.txt,9f40b790ad5cfa873f9aa7a1c91e1a861b95fd9c5972a2d5ee1bff189450cb7a
cv,profile,R_t,hurdle,osi_target_t06h,classification,3.0,153,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold3.txt,406bda7cef447f39404ec97d9dc2851029dbe0baf34f374dc638e17282b8bdaa
cv,profile,R_t,hurdle,osi_target_t06h,magnitude,3.0,102,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold3.txt,b22ba2137328bcb3cec22842d720035f33dc57ace461734c07306e93c3d50f3f
cv,profile,R_t,hurdle,osi_target_t06h,classification,4.0,309,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold4.txt,8ce877fa35bc2d295697970f6a9a9a303fb0950dc47cef9cd085da9ec2427d16
cv,profile,R_t,hurdle,osi_target_t06h,magnitude,4.0,86,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold4.txt,4ce572443110473713508f5a9539e295caf6d466ece14e1fbe22afc0286b4dd3
final,profile,R_t,hurdle,osi_target_t06h,classification,,200,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_final.txt,75fa4ccf7c46e13eede17430519a876cc67fb0a261ae99e558656261c7d9e453
final,profile,R_t,hurdle,osi_target_t06h,magnitude,,132,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_final.txt,fc4402f64c9a45eff4b07fb2520c21c1be40170fd42e2aa4bfd0bf3b2c64cf30
cv,profile,R_t,hurdle,osi_target_t24h,classification,0.0,146,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold0.txt,c94db9627688194994c6a9c90204b8eb194867c6b134b32e9372ed429548a8aa
cv,profile,R_t,hurdle,osi_target_t24h,magnitude,0.0,245,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold0.txt,6b0e1b1bd85ad3f05a9d0417880904a3a5cf645f619faeba00f5e1917e2c16ec
cv,profile,R_t,hurdle,osi_target_t24h,classification,1.0,199,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold1.txt,e2bdf1c14bc72df5d469ff60bf0c8384caee99df57d07eb14ba9593a5a05aa4e
cv,profile,R_t,hurdle,osi_target_t24h,magnitude,1.0,10,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold1.txt,cf1e18b21da0b22b127fec9038f4a4992773b64337d240f01fb622e46a67c652
cv,profile,R_t,hurdle,osi_target_t24h,classification,2.0,168,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold2.txt,c16596f4d205035d26a8f0f1b203b3e6da7fa00eef5ef0ad950efdfca52947a4
cv,profile,R_t,hurdle,osi_target_t24h,magnitude,2.0,114,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold2.txt,38fcd7dd9c31f5045e30a06dd596eeee35a6f08a02bcc935f6866a3bb2646716
cv,profile,R_t,hurdle,osi_target_t24h,classification,3.0,89,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold3.txt,020619f9b83551b876d0d8a0f0e677f7b244a1a1295d502c8cd4a19c446d8c91
cv,profile,R_t,hurdle,osi_target_t24h,magnitude,3.0,35,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold3.txt,029bf3408bda31f81d5afc6e1d85372c610c9bc1c1d96857fe1df067f6105977
cv,profile,R_t,hurdle,osi_target_t24h,classification,4.0,176,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold4.txt,724f1bcb04c1cf4c52a8e47446c32cc946ab49eeb89f99d2485ae2a07b9e5c03
cv,profile,R_t,hurdle,osi_target_t24h,magnitude,4.0,115,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold4.txt,59b4137dee04440e44e6f9caebf6bd65f6e9ff7e3460a9d912aa40937b95c145
final,profile,R_t,hurdle,osi_target_t24h,classification,,155,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_final.txt,dafe35ff81856e618131db94b6b9676718e96d9959afef52918ed38b26c53feb
final,profile,R_t,hurdle,osi_target_t24h,magnitude,,103,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_final.txt,250de52029e328873219309fa075f9a2f7022eae0157ef49da8a892ad3629631
cv,profile,R_t,hurdle,osi_target_t48h,classification,0.0,133,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold0.txt,f913b92dd3687aabcb175fb4ec736d9271326b5ab6cb0dc3ed58eea6899dbc1e
cv,profile,R_t,hurdle,osi_target_t48h,magnitude,0.0,119,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold0.txt,13dd3573a3550431aca292f646a4fdb4992d04f8b19412f2f6244ccfcbb7d8fe
cv,profile,R_t,hurdle,osi_target_t48h,classification,1.0,142,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold1.txt,a09f46bd2a96c47dafccc9009c0a0c744c392cfb1acbd0bbe9aa7bbd0e0d0043
cv,profile,R_t,hurdle,osi_target_t48h,magnitude,1.0,18,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold1.txt,5a47b0c4abf4fc52f8ba7de4803cfd074ad9dac4bed0c387103834c62e5edb93
cv,profile,R_t,hurdle,osi_target_t48h,classification,2.0,98,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold2.txt,2eed0f40c29047de8c4877253c5b407250cf9b308b33fa68971c1a99b032121f
cv,profile,R_t,hurdle,osi_target_t48h,magnitude,2.0,139,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold2.txt,d6f4d2951c19407ca1b8f2ef5d8fc87364b1814f3c61c1a6aed890ce7a3a7006
cv,profile,R_t,hurdle,osi_target_t48h,classification,3.0,88,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold3.txt,a317bd290db3f97f834bb38754299453d3295241bc1f416b076efbe8e5a9a512
cv,profile,R_t,hurdle,osi_target_t48h,magnitude,3.0,8,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold3.txt,36de846af6c203ad02e2efaada6838a6fd30319f0fcc30ad4a496f2dc2325e62
cv,profile,R_t,hurdle,osi_target_t48h,classification,4.0,121,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold4.txt,46d8a575498b8141306e23970e589e6a87a767375e14ee3955249a27ec4e1fa8
cv,profile,R_t,hurdle,osi_target_t48h,magnitude,4.0,79,versions/v1.9/models/cv/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold4.txt,f1d8938f04623a2c9972f65f3968f222ed9aa411ce0113bdb58f91e23585ea36
final,profile,R_t,hurdle,osi_target_t48h,classification,,116,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_final.txt,65095e26197c87e6ae62eb09916e0d3d84f961e700856742809fd00aba59a746
final,profile,R_t,hurdle,osi_target_t48h,magnitude,,72,versions/v1.9/models/final/lgbm_profile_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_final.txt,2390285779dbd3a0d3c66d9acf0691919799c3865359dd84449c16ac714eaec3
